1.1E6	2.71855e-13
1.4E6	1.43159e-13
1.8E6	7.13149e-14
2.3E6	3.86404e-14
2.8E6	2.24868e-14
3.6E6	9.51611e-15
4.6E6	4.0103e-15
5.8E6	1.54291e-15
7.1E6	5.58361e-16
9.E6	1.85185e-16
