9.6	22.6	1.03	1.03
11.9	13.5	0.63	0.63
14.8	7.86	0.36	0.36
18.3	4.49	0.21	0.21
22.6	2.66	0.13	0.13
28.0	1.48	0.073	0.073
34.5	0.856	0.043	0.043
42.5	0.496	0.025	0.025
52.2	0.284	0.015	0.015
64.1	0.154	0.008	0.008
78.8	0.0862	0.0045	0.0045
96.9	0.0494	0.0026	0.0026
119.	0.029	0.0018	0.0018
146.	0.0164	0.0011	0.0011
180.	0.0094	0.0011	0.0011
