1.29	756.	5.	5.
1.66	561.	4.	4.
2.03	428.	3.	3.
2.41	327.	3.	3.
2.80	258.	2.	2.
3.19	209.	2.	2.
3.60	164.	2.	2.
4.11	128.	1.	1.
4.75	96.6	1.	1.
5.59	68.6	0.7	0.7
6.73	46.4	0.5	0.5
8.38	27.8	0.3	0.3
11.0	14.5	0.2	0.2
15.6	5.82	0.08	0.08
20.7	2.82	0.08	0.08
23.9	1.88	0.06	0.06
28.1	1.13	0.04	0.04
34.1	0.76	0.025	0.025
43.2	0.406	0.015	0.015
58.8	0.157	0.007	0.007
80.0	0.0721	0.0049	0.0049
105.4	0.028	0.0023	0.0023
154.3	0.0115	0.0011	0.0011
